latitude,longitude,price
37.793389,-122.4058264,39.00
37.75545762,-122.492811,39.00
37.70846561,-122.4577016,39.00
37.78445047,-122.4200423,39.00
37.72477987,-122.4319483,39.00
37.72593023,-122.4333719,39.00
37.70855641,-122.46123,39.00
37.70871361,-122.4647615,39.00
37.75328433,-122.4118579,40.00
37.73400879,-122.4647491,40.00
37.73462007,-122.3880617,40.00
37.71479732,-122.4137061,40.00
37.71403316,-122.4136268,40.00
37.71318432,-122.4120817,40.00
37.71301603,-122.4137673,40.00
37.77780692,-122.3941265,40.00
37.78023752,-122.3963829,40.00
37.78011535,-122.3903317,40.00
37.78009348,-122.3908134,40.00
37.76345367,-122.3966564,40.00
37.74734797,-122.4508884,40.00
37.76491225,-122.4869849,40.00
37.75881053,-122.4896335,40.00
37.75494928,-122.5077607,40.00
37.79762338,-122.4222262,40.00
37.76051972,-122.4667074,40.00
37.77482828,-122.4919719,40.00
37.72712445,-122.4295645,40.00
37.73127949,-122.424727,40.00
37.72580705,-122.4038026,40.00
37.70841009,-122.4591017,40.00
37.79223426,-122.3939911,41.00
37.75317766,-122.4244942,42.00
37.75557304,-122.4944092,43.00
37.75634482,-122.492647,43.00
37.73152154,-122.4254703,43.00
37.7309646,-122.4237795,43.00
37.7242411,-122.4338976,43.00
37.73128161,-122.424784,43.00
37.72988374,-122.4267269,43.00
37.73019147,-122.4231651,43.00
37.72964987,-122.4253886,43.00
37.72965772,-122.4127547,43.00
37.73137082,-122.4253181,44.00
37.75134306,-122.4226501,45.00
37.75239589,-122.4129407,45.00
37.76506038,-122.4252117,45.00
37.75604803,-122.4153785,45.00
37.77863078,-122.4055698,45.00
37.78070203,-122.4066773,45.00
37.77941635,-122.4085106,45.00
37.74800228,-122.4092393,45.00
37.75515467,-122.5072851,45.00
37.75414325,-122.4932435,45.00
37.77641408,-122.4250681,45.00
37.78307945,-122.4323784,45.00
37.73237334,-122.4503221,45.00
37.78713357,-122.4156202,45.00
37.71710077,-122.4808324,45.00
37.79802271,-122.4233017,45.00
37.80027746,-122.4137867,45.00
37.76363644,-122.4582623,45.00
37.72445115,-122.4171717,45.00
37.72457702,-122.4315056,45.00
37.73073903,-122.4249266,45.00
37.73048025,-122.4249358,45.00
37.71897487,-122.4265611,45.00
37.7931253,-122.4044285,45.00
37.79341364,-122.4033994,45.00
37.7946973,-122.4037366,45.00
37.79440986,-122.4047253,45.00
37.79304397,-122.4032384,45.00
37.79471386,-122.4032864,45.00
37.79454134,-122.4031492,45.00
37.79324559,-122.4032619,45.00
37.79347659,-122.4033501,45.00
37.79308771,-122.4044315,45.00
37.79270773,-122.4038258,45.00
37.79446982,-122.4045049,45.00
37.79420755,-122.4031047,45.00
37.79259738,-122.4033947,45.00
37.71497975,-122.4626814,45.00
37.71395423,-122.4677174,45.00
37.76174703,-122.4743701,46.00
37.7611907,-122.4649802,46.00
37.72498432,-122.4226871,46.00
37.73026802,-122.4264432,46.00
37.71680371,-122.4285766,46.00
37.75382601,-122.5091262,47.00
37.75730065,-122.4848312,47.00
37.78401061,-122.4813525,47.00
37.77969634,-122.4671814,48.00
37.79703285,-122.4293527,48.00
37.7466604,-122.4346039,48.00
37.77696218,-122.4846555,48.00
37.75418395,-122.4065138,49.00
37.75206557,-122.4220245,49.00
37.74998949,-122.4169555,49.00
37.73263796,-122.3879255,49.00
37.73640249,-122.4240215,49.00
37.78875219,-122.4244919,49.00
37.7711612,-122.4440731,49.00
37.71633418,-122.4731391,49.00
37.82364567,-122.3759495,49.00
37.70977896,-122.4307951,49.00
37.70987688,-122.430829,49.00
37.73133676,-122.4245656,49.00
37.71696052,-122.4289335,49.00
37.73435987,-122.4955799,49.00
37.74349198,-122.507301,49.00
37.75903658,-122.4188266,49.00
37.76066203,-122.4208268,50.00
37.74981207,-122.4150952,50.00
37.76720776,-122.4171204,50.00
37.7298757,-122.4633599,50.00
37.73364115,-122.3889592,50.00
37.73491877,-122.3868481,50.00
37.73523586,-122.3876212,50.00
37.74000019,-122.3901815,50.00
37.73436968,-122.3888215,50.00
37.72737258,-122.3868122,50.00
37.73159781,-122.3731758,50.00
37.7357036,-122.3877327,50.00
37.73362524,-122.3875224,50.00
37.70967061,-122.423161,50.00
37.78121628,-122.3931002,50.00
37.7783965,-122.3984441,50.00
37.77762343,-122.4141861,50.00
37.78266733,-122.3968883,50.00
37.78018909,-122.405091,50.00
37.77913473,-122.4071388,50.00
37.73737059,-122.4104486,50.00
37.74375125,-122.4186757,50.00
37.73842196,-122.4241526,50.00
37.74101156,-122.4182951,50.00
37.79978939,-122.4076189,50.00
37.76337596,-122.4853316,50.00
37.7881697,-122.4312234,50.00
37.77613075,-122.42397,50.00
37.77117421,-122.4443507,50.00
37.77278072,-122.4471871,50.00
37.73039542,-122.440826,50.00
37.7304826,-122.4417623,50.00
37.71182071,-122.4511186,50.00
37.78811601,-122.4168126,50.00
37.747655,-122.4347489,50.00
37.75256736,-122.4296462,50.00
37.76149642,-122.4701064,50.00
37.75322797,-122.4741524,50.00
37.76213445,-122.4746023,50.00
37.75452046,-122.4649253,50.00
37.82346918,-122.3766322,50.00
37.83109279,-122.3736148,50.00
37.72417811,-122.4335051,50.00
37.72590439,-122.4184864,50.00
37.73486213,-122.4956631,50.00
37.72061709,-122.4670644,50.00
37.71411168,-122.4630841,50.00
37.76313806,-122.4213643,50.00
37.75110689,-122.4159088,50.00
37.75154315,-122.4128728,50.00
37.75456441,-122.4125264,51.00
37.77911845,-122.4528879,51.00
37.71717021,-122.4682949,51.00
37.75023463,-122.4149721,52.00
37.74912718,-122.4157362,52.00
37.77519678,-122.4559799,52.00
37.77461249,-122.456002,52.00
37.77593059,-122.4545741,52.00
37.7751308,-122.4164635,52.00
37.72897701,-122.4352813,52.00
37.72418319,-122.4303633,52.00
37.72195311,-122.4601438,52.00
37.75047463,-122.4166412,52.00
37.75649046,-122.421104,53.00
37.76670197,-122.4181975,53.00
37.7353193,-122.4642946,53.00
37.74392388,-122.4228561,53.00
37.79533701,-122.4171831,53.00
37.77030333,-122.4502068,53.00
37.7715595,-122.4432709,53.00
37.72806633,-122.432301,53.00
37.74843877,-122.4695794,53.00
37.73007601,-122.3896858,54.00
37.76350067,-122.4802729,54.00
37.73146216,-122.4505695,54.00
37.77960548,-122.4165573,54.00
37.77021195,-122.4228986,55.00
37.7568687,-122.4146032,55.00
37.75397923,-122.4120546,55.00
37.75852594,-122.4133371,55.00
37.72785497,-122.4579085,55.00
37.73428678,-122.4638561,55.00
37.72767162,-122.4585765,55.00
37.72917777,-122.4566352,55.00
37.74513164,-122.4598427,55.00
37.78031012,-122.4509991,55.00
37.77692216,-122.4565504,55.00
37.80245892,-122.4303446,55.00
37.7277411,-122.3932767,55.00
37.79311697,-122.4259984,55.00
37.7728841,-122.3923314,55.00
37.78159957,-122.4022755,55.00
37.77667495,-122.4091337,55.00
37.76819101,-122.4392278,55.00
37.73417505,-122.425371,55.00
37.7456354,-122.4188586,55.00
37.73693194,-122.424212,55.00
37.79798835,-122.4054699,55.00
37.80121793,-122.4084412,55.00
37.80155754,-122.4100754,55.00
37.80238793,-122.4100413,55.00
37.76358642,-122.4824523,55.00
37.76413014,-122.4836885,55.00
37.7769633,-122.4241326,55.00
37.71126712,-122.44895,55.00
37.78383768,-122.4107756,55.00
37.78281612,-122.4107919,55.00
37.77692593,-122.4181918,55.00
37.78179192,-122.4125881,55.00
37.78410296,-122.4121664,55.00
37.75457774,-122.4307991,55.00
37.76433943,-122.469053,55.00
37.82449625,-122.3767948,55.00
37.83063987,-122.3757478,55.00
37.82412664,-122.3768047,55.00
37.77481301,-122.4790597,55.00
37.74345506,-122.5050277,55.00
37.74481101,-122.4893628,55.00
37.7578929,-122.4131698,55.00
37.75809651,-122.4138844,55.00
37.75830083,-122.4128,55.00
37.78134028,-122.4638177,56.00
37.7334074,-122.3927446,56.00
37.72577083,-122.3838173,56.00
37.7933572,-122.4250623,56.00
37.75201767,-122.4433791,56.00
37.77178456,-122.426144,56.00
37.79483909,-122.4171901,57.00
37.71742059,-122.4786292,57.00
37.73627858,-122.4992031,57.00
37.71542109,-122.4690286,57.00
37.75896308,-122.4092874,57.00
37.75917544,-122.4082493,58.00
37.7835686,-122.4760375,58.00
37.74367062,-122.406959,58.00
37.75388389,-122.4832619,58.00
37.77552879,-122.4330171,58.00
37.77014261,-122.4462366,58.00
37.75421114,-122.4303823,58.00
37.80957991,-122.3662712,58.00
37.82097925,-122.3735571,58.00
37.8202803,-122.3748502,58.00
37.71772446,-122.4275209,58.00
37.75841209,-122.4193637,58.00
37.76054446,-122.421676,59.00
37.75241527,-122.4158797,59.00
37.7337658,-122.4642904,59.00
37.78385615,-122.4627486,59.00
37.77823983,-122.46337,59.00
37.7857009,-122.4611514,59.00
37.7853368,-122.4629246,59.00
37.78543402,-122.4702842,59.00
37.7315652,-122.3875441,59.00
37.71791577,-122.3886727,59.00
37.77372821,-122.4009088,59.00
37.78426912,-122.3892322,59.00
37.77394298,-122.4169694,59.00
37.74171188,-122.4275107,59.00
37.73758637,-122.4229944,59.00
37.74712015,-122.4246003,59.00
37.78124875,-122.4308984,59.00
37.78596965,-122.4155324,59.00
37.78575999,-122.4148914,59.00
37.78587775,-122.4162135,59.00
37.78529865,-122.4082313,59.00
37.7846841,-122.414812,59.00
37.78681039,-122.4092969,59.00
37.78658904,-122.4135585,59.00
37.75644496,-122.4272102,59.00
37.77632195,-122.4806718,59.00
37.70884575,-122.430768,59.00
37.71112888,-122.4313143,59.00
37.72474822,-122.4056979,59.00
37.72497508,-122.4050126,59.00
37.73082301,-122.4212646,59.00
37.72657163,-122.4278882,59.00
37.78894877,-122.4047997,59.00
37.78858826,-122.4052771,59.00
37.75717107,-122.409813,60.00
37.75776588,-122.4195127,60.00
37.75192598,-122.4217791,60.00
37.76670376,-122.4182613,60.00
37.76200076,-122.4222852,60.00
37.76361641,-122.4239265,60.00
37.75034196,-122.4175454,60.00
37.76041155,-122.4076723,60.00
37.78365413,-122.4670283,60.00
37.78387448,-122.4740879,60.00
37.78019938,-122.4739147,60.00
37.72788936,-122.3704275,60.00
37.71959076,-122.3998494,60.00
37.71294424,-122.3988724,60.00
37.79184594,-122.4242994,60.00
37.79175618,-122.4247552,60.00
37.79536131,-122.4270436,60.00
37.77512756,-122.4006347,60.00
37.78186218,-122.4085511,60.00
37.77089225,-122.3987258,60.00
37.78188225,-122.4062163,60.00
37.77353328,-122.4038331,60.00
37.78201211,-122.3895166,60.00
37.78632546,-122.3932554,60.00
37.77480282,-122.3987685,60.00
37.77773394,-122.4103661,60.00
37.75718823,-122.3998937,60.00
37.73621672,-122.4267715,60.00
37.74767754,-122.4134995,60.00
37.7429429,-122.4198992,60.00
37.74688384,-122.4202169,60.00
37.80462628,-122.4153648,60.00
37.79357723,-122.4153578,60.00
37.79550978,-122.4186859,60.00
37.79576823,-122.4114131,60.00
37.75139591,-122.5012523,60.00
37.76233577,-122.481655,60.00
37.76087331,-122.5059146,60.00
37.78002748,-122.4426523,60.00
37.77637392,-122.4328645,60.00
37.77366898,-122.4356387,60.00
37.76828863,-122.4495198,60.00
37.77049553,-122.4472729,60.00
37.7672171,-122.4501084,60.00
37.7729341,-122.4393513,60.00
37.76476458,-122.4477102,60.00
37.72883005,-122.4327791,60.00
37.72660133,-122.4477051,60.00
37.72754034,-122.4492683,60.00
37.73212928,-122.4495246,60.00
37.73091261,-122.4419681,60.00
37.73166228,-122.4352196,60.00
37.78117084,-122.4214136,60.00
37.77725339,-122.4181188,60.00
37.78843441,-122.4128015,60.00
37.77958692,-122.4213435,60.00
37.71617471,-122.4838119,60.00
37.70871887,-122.4850856,60.00
37.71965378,-122.4744004,60.00
37.7989305,-122.4103939,60.00
37.76480415,-122.4693594,60.00
37.82670708,-122.3776281,60.00
37.77771507,-122.5057061,60.00
37.78399165,-122.4801032,60.00
37.77746037,-122.5007585,60.00
37.72871193,-122.4293362,60.00
37.72601597,-122.4193595,60.00
37.72218644,-122.430775,60.00
37.79750257,-122.400251,60.00
37.72527839,-122.4684489,60.00
37.70933523,-122.4681278,60.00
37.71495369,-122.4691897,60.00
37.72234146,-122.4548045,60.00
37.72677476,-122.4683231,60.00
37.71388392,-122.4632591,60.00
37.74997709,-122.41911,60.00
37.76789952,-122.4255661,60.00
37.75601203,-122.4110671,60.00
37.75548251,-122.4252203,61.00
37.73595591,-122.3888382,61.00
37.72545413,-122.4188909,61.00
37.75642094,-122.4171107,61.00
37.77521555,-122.4557245,62.00
37.72988172,-122.4004232,62.00
37.73640798,-122.3877729,62.00
37.75580243,-122.4978699,62.00
37.7785836,-122.4318277,62.00
37.77707651,-122.4441632,62.00
37.78579257,-122.4143154,62.00
37.79905224,-122.4183521,62.00
37.77582405,-122.4837083,62.00
37.72626844,-122.4183218,62.00
37.75956441,-122.4204428,62.00
37.76921407,-122.4255306,62.00
37.79215669,-122.4245818,63.00
37.7938368,-122.4243615,63.00
37.75360723,-122.5078635,63.00
37.77046767,-122.4322832,63.00
37.769769,-122.4505222,63.00
37.7583064,-122.4642658,63.00
37.71554266,-122.4360699,63.00
37.72670223,-122.4203214,63.00
37.7597465,-122.4179396,64.00
37.77502293,-122.4005478,64.00
37.73947847,-122.4132438,64.00
37.74630859,-122.4185356,64.00
37.77367759,-122.4494324,64.00
37.73351616,-122.4822823,64.00
37.75693547,-122.4665071,64.00
37.79245052,-122.3938797,64.00
37.7580424,-122.4211011,65.00
37.74851144,-122.4172331,65.00
37.75017197,-122.41734,65.00
37.75498191,-122.4193609,65.00
37.75374293,-122.4034303,65.00
37.75756728,-122.4193947,65.00
37.75503446,-122.4190692,65.00
37.76728815,-122.4156191,65.00
37.7565266,-122.409218,65.00
37.76170253,-122.4182772,65.00
37.72506961,-122.4588245,65.00
37.78354153,-122.4677134,65.00
37.77618912,-122.4569487,65.00
37.77980905,-122.4684132,65.00
37.73307556,-122.3919923,65.00
37.73033189,-122.3876784,65.00
37.73326312,-122.3868916,65.00
37.72251371,-122.4073302,65.00
37.71972607,-122.4041056,65.00
37.77861469,-122.4069508,65.00
37.77835292,-122.4105729,65.00
37.7717853,-122.4212294,65.00
37.77912154,-122.4044758,65.00
37.77769846,-122.3968851,65.00
37.77395516,-122.4022029,65.00
37.77969754,-122.4068922,65.00
37.73385724,-122.435263,65.00
37.73631883,-122.4369148,65.00
37.75717189,-122.4018795,65.00
37.75959698,-122.3962401,65.00
37.76419391,-122.431263,65.00
37.76295826,-122.4311571,65.00
37.73219309,-122.4226104,65.00
37.73590833,-122.4106919,65.00
37.74621195,-122.4102789,65.00
37.74623451,-122.409546,65.00
37.79155295,-122.4060088,65.00
37.79971382,-122.407554,65.00
37.79493242,-122.4198204,65.00
37.76463161,-122.4822629,65.00
37.74974539,-122.4824194,65.00
37.76361416,-122.4801098,65.00
37.7615373,-122.4857256,65.00
37.77468281,-122.4340248,65.00
37.77988455,-122.4389592,65.00
37.77847503,-122.430846,65.00
37.7648003,-122.4525132,65.00
37.7666896,-122.4525046,65.00
37.76608594,-122.451262,65.00
37.77485185,-122.4443559,65.00
37.77094602,-122.4394324,65.00
37.76487219,-122.451828,65.00
37.73074593,-122.4484086,65.00
37.71033826,-122.4485417,65.00
37.71095892,-122.4488464,65.00
37.72881669,-122.4323351,65.00
37.73161768,-122.4511171,65.00
37.78712182,-122.409386,65.00
37.78363062,-122.4165129,65.00
37.78700489,-122.4081005,65.00
37.78133912,-122.4141039,65.00
37.78520803,-122.4072348,65.00
37.78512751,-122.4072658,65.00
37.78699105,-122.4096486,65.00
37.78433698,-122.4166506,65.00
37.78419912,-122.4145644,65.00
37.7869441,-122.4092902,65.00
37.71480016,-122.4730315,65.00
37.74215852,-122.430114,65.00
37.75549198,-122.4551413,65.00
37.8301932,-122.3734268,65.00
37.77946956,-122.4806607,65.00
37.78615081,-122.4792958,65.00
37.78554128,-122.4787286,65.00
37.77147877,-122.5105542,65.00
37.72891577,-122.4037725,65.00
37.72806307,-122.4277333,65.00
37.72266266,-122.4305233,65.00
37.7190022,-122.4390254,65.00
37.74135333,-122.4772603,65.00
37.74140789,-122.4742897,65.00
37.71579328,-122.4683161,65.00
37.74926362,-122.4152864,65.00
37.7548567,-122.4116409,65.00
37.75486288,-122.4165109,65.00
37.75024699,-122.4148425,65.00
37.77055711,-122.4231368,65.00
37.76510651,-122.4064693,66.00
37.76771219,-122.4183692,66.00
37.77699276,-122.412514,66.00
37.77042647,-122.4481584,66.00
37.7691768,-122.4493202,66.00
37.78500286,-122.4162015,66.00
37.78730412,-122.418523,66.00
37.71649928,-122.4687071,66.00
37.78166027,-122.4492465,67.00
37.7785377,-122.4097927,67.00
37.74130655,-122.4325716,67.00
37.79533996,-122.4076258,67.00
37.80486904,-122.4137725,67.00
37.75591088,-122.4940513,67.00
37.82573168,-122.377791,67.00
37.77871662,-122.4851657,67.00
37.79245848,-122.3935447,67.00
37.77002677,-122.4230544,67.00
37.76777714,-122.4243382,68.00
37.72728102,-122.4580483,68.00
37.77871575,-122.4740431,68.00
37.72030471,-122.3934847,68.00
37.72013986,-122.3934999,68.00
37.71888217,-122.3955521,68.00
37.79225636,-122.4460385,68.00
37.77262646,-122.4045681,68.00
37.75699771,-122.3998474,68.00
37.719937,-122.4441561,68.00
37.72970936,-122.4345693,68.00
37.73279459,-122.4370054,68.00
37.7617236,-122.4748753,68.00
37.77402268,-122.4920101,68.00
37.72186523,-122.45217,68.00
37.75327879,-122.4118102,69.00
37.76845419,-122.4216172,69.00
37.75765004,-122.4135393,69.00
37.75221477,-122.4071722,69.00
37.75792636,-122.408679,69.00
37.76223192,-122.421022,69.00
37.76874443,-122.4251457,69.00
37.74299453,-122.4666352,69.00
37.74159258,-122.465782,69.00
37.77876943,-122.4740691,69.00
37.77449021,-122.4652222,69.00
37.72147358,-122.4086808,69.00
37.78150777,-122.3900677,69.00
37.78092025,-122.4053265,69.00
37.76278658,-122.4290275,69.00
37.79924819,-122.4045964,69.00
37.79849182,-122.4040734,69.00
37.79245574,-122.4190388,69.00
37.76194322,-122.4802331,69.00
37.75791112,-122.5073321,69.00
37.77071115,-122.4279836,69.00
37.78402914,-122.4235475,69.00
37.77366119,-122.4287833,69.00
37.77477735,-122.4450649,69.00
37.72440562,-122.4351689,69.00
37.72478259,-122.4360918,69.00
37.72491459,-122.4351552,69.00
37.72482799,-122.4360876,69.00
37.78597782,-122.4147678,69.00
37.78207905,-122.4217747,69.00
37.78198725,-122.421703,69.00
37.71649998,-122.4731546,69.00
37.75151294,-122.4254255,69.00
37.82217617,-122.3738866,69.00
37.77244588,-122.5045639,69.00
37.77619017,-122.4823081,69.00
37.73136721,-122.4089583,69.00
37.72571071,-122.4181395,69.00
37.74376901,-122.491968,69.00
37.74228148,-122.4921096,69.00
37.71324635,-122.4582404,69.00
37.75767012,-122.4174079,70.00
37.76239584,-122.4065616,70.00
37.75304967,-122.4117532,70.00
37.76830528,-122.420741,70.00
37.75413193,-122.4090766,70.00
37.75710636,-122.409627,70.00
37.76683394,-122.4199602,70.00
37.75511605,-122.4080258,70.00
37.75408511,-122.4092335,70.00
37.75131194,-122.4079456,70.00
37.72894193,-122.4613068,70.00
37.72660603,-122.4630536,70.00
37.77856919,-122.4500413,70.00
37.78020033,-122.4696386,70.00
37.77938394,-122.4733823,70.00
37.78040685,-122.4737504,70.00
37.77637611,-122.4705341,70.00
37.77852353,-122.4569172,70.00
37.78432979,-122.4603222,70.00
37.80026872,-122.4438903,70.00
37.7320615,-122.3928636,70.00
37.71522561,-122.4083692,70.00
37.77847663,-122.3938292,70.00
37.7676289,-122.39758,70.00
37.78105184,-122.4039839,70.00
37.76058371,-122.3878696,70.00
37.76929593,-122.4307233,70.00
37.76865524,-122.4370208,70.00
37.74262494,-122.4087504,70.00
37.74558798,-122.4085678,70.00
37.74688936,-122.4157787,70.00
37.74518968,-122.4078795,70.00
37.73899332,-122.4236555,70.00
37.73664771,-122.4235921,70.00
37.79093002,-122.4078879,70.00
37.80656371,-122.4487621,70.00
37.79016366,-122.4192029,70.00
37.7906335,-122.4199491,70.00
37.79267721,-122.4153231,70.00
37.79112506,-122.4133603,70.00
37.79555412,-122.4112104,70.00
37.78958166,-122.4196251,70.00
37.791851,-122.4182326,70.00
37.79143234,-122.4191437,70.00
37.75548425,-122.4999199,70.00
37.76359913,-122.4857357,70.00
37.7534598,-122.5035849,70.00
37.74666442,-122.5025599,70.00
37.75922179,-122.4892894,70.00
37.75098929,-122.5003234,70.00
37.77252654,-122.4312801,70.00
37.77665796,-122.4342487,70.00
37.77169524,-122.4305997,70.00
37.78272609,-122.4334043,70.00
37.77504385,-122.4329466,70.00
37.77327416,-122.4245675,70.00
37.77131041,-122.4364576,70.00
37.7758931,-122.4259729,70.00
37.77725153,-122.4433106,70.00
37.77714403,-122.4319177,70.00
37.77148922,-122.4448506,70.00
37.77490769,-122.4448355,70.00
37.77322423,-122.4493841,70.00
37.72373321,-122.4399703,70.00
37.73403271,-122.4466228,70.00
37.72732495,-122.4399586,70.00
37.72636243,-122.4420619,70.00
37.78399798,-122.4141171,70.00
37.78410923,-122.4121026,70.00
37.78701558,-122.40866,70.00
37.78523236,-122.4128261,70.00
37.78563981,-122.4084231,70.00
37.78581796,-122.4148851,70.00
37.78553624,-122.4078115,70.00
37.78595987,-122.4141582,70.00
37.78521522,-122.4075859,70.00
37.78637067,-122.4128229,70.00
37.78528565,-122.4155614,70.00
37.7860013,-122.4130507,70.00
37.78537012,-122.407931,70.00
37.78673971,-122.4092672,70.00
37.78536197,-122.4091658,70.00
37.78531494,-122.4076837,70.00
37.78663824,-122.4088039,70.00
37.78585522,-122.4082109,70.00
37.78723187,-122.4082861,70.00
37.78631171,-122.4139568,70.00
37.78429565,-122.4122353,70.00
37.78691866,-122.4092277,70.00
37.78565821,-122.4081036,70.00
37.74529044,-122.4468081,70.00
37.71453579,-122.4776169,70.00
37.71764795,-122.4828817,70.00
37.71879479,-122.4811905,70.00
37.79969383,-122.4110883,70.00
37.79901932,-122.4106502,70.00
37.80535108,-122.4215811,70.00
37.75092994,-122.4270217,70.00
37.76237688,-122.4757153,70.00
37.76464345,-122.4639289,70.00
37.82183666,-122.3733459,70.00
37.82272606,-122.3744939,70.00
37.77261874,-122.5064146,70.00
37.77336093,-122.5075588,70.00
37.78118623,-122.4958342,70.00
37.71199599,-122.4443699,70.00
37.72144759,-122.4292769,70.00
37.72064665,-122.436487,70.00
37.72566578,-122.4186315,70.00
37.73968849,-122.4863391,70.00
37.74375326,-122.4814258,70.00
37.74369666,-122.4820268,70.00
37.78875466,-122.4064005,70.00
37.71248359,-122.4583192,70.00
37.71718216,-122.4499856,70.00
37.71324993,-122.4677758,70.00
37.71700359,-122.4673507,70.00
37.71192661,-122.4582471,70.00
37.71986185,-122.4684168,70.00
37.74833433,-122.4183509,70.00
37.76872874,-122.4192578,70.00
37.75515519,-122.4212144,70.00
37.75608406,-122.4225961,71.00
37.7540608,-122.4084906,71.00
37.7815052,-122.4500547,71.00
37.7675135,-122.4298883,71.00
37.73197892,-122.4229186,71.00
37.7926468,-122.41909,71.00
37.7849767,-122.4310129,71.00
37.7712649,-122.4512177,71.00
37.76529085,-122.4237807,72.00
37.77573625,-122.4476972,72.00
37.79381217,-122.4295069,72.00
37.77844607,-122.3941315,72.00
37.7747648,-122.4107803,72.00
37.76683151,-122.4279389,72.00
37.75801404,-122.4455511,72.00
37.73553224,-122.4195943,72.00
37.74895975,-122.4924026,72.00
37.75751431,-122.4812679,72.00
37.75604782,-122.481312,72.00
37.77001888,-122.4305738,72.00
37.7737367,-122.4313341,72.00
37.73126083,-122.4355854,72.00
37.74983125,-122.4386032,72.00
37.76454375,-122.4628026,72.00
37.7654923,-122.4532128,72.00
37.72252219,-122.4346545,72.00
37.7266262,-122.4295725,72.00
37.75909222,-122.4096951,72.00
37.73039031,-122.3936338,73.00
37.79601915,-122.4243725,73.00
37.75186207,-122.4008071,73.00
37.76530265,-122.4311186,73.00
37.80623166,-122.4085721,73.00
37.79230336,-122.418368,73.00
37.77825582,-122.4340793,73.00
37.75122694,-122.4183758,74.00
37.73119242,-122.3894459,74.00
37.77591513,-122.4149627,74.00
37.7816542,-122.4062328,74.00
37.77628859,-122.4131847,74.00
37.77548144,-122.4076107,74.00
37.74826913,-122.444925,74.00
37.7693249,-122.4442007,74.00
37.79764719,-122.4207345,74.00
37.80001571,-122.4115133,74.00
37.71173951,-122.4456098,74.00
37.75596136,-122.4095302,75.00
37.75731078,-122.4095373,75.00
37.76403193,-122.4248225,75.00
37.75446376,-122.4224758,75.00
37.74961855,-122.4209382,75.00
37.76490477,-122.4239036,75.00
37.75986511,-122.41754,75.00
37.75249635,-122.4099389,75.00
37.76130382,-122.4087676,75.00
37.75279882,-122.4166892,75.00
37.77005855,-122.4231424,75.00
37.75147569,-122.4091767,75.00
37.75417568,-122.4117034,75.00
37.7512918,-122.4208732,75.00
37.75321514,-122.4219727,75.00
37.75325312,-122.4053275,75.00
37.7298165,-122.4631985,75.00
37.77554386,-122.4496102,75.00
37.77693564,-122.4477306,75.00
37.78133322,-122.4547585,75.00
37.78477877,-122.468035,75.00
37.77685733,-122.4556704,75.00
37.80308455,-122.4443122,75.00
37.80249196,-122.4295247,75.00
37.72773466,-122.4018314,75.00
37.71277012,-122.3959149,75.00
37.72947639,-122.4008774,75.00
37.73880678,-122.3833282,75.00
37.7179013,-122.4045294,75.00
37.78203377,-122.4542952,75.00
37.77930659,-122.4100222,75.00
37.78662843,-122.3911702,75.00
37.77564463,-122.40068,75.00
37.7796034,-122.4117566,75.00
37.77978902,-122.4123198,75.00
37.77448961,-122.4200321,75.00
37.77575705,-122.4098848,75.00
